Id,SalePrice
1461,119931.23
1462,153154.69
1463,182091.63
1464,195600.27
1465,198098.12
1466,171581.01
1467,178177.87
1468,161300.4
1469,194807.05
1470,119915.64
1471,190107.49
1472,97285.08
1473,96100.49
1474,146621.81
1475,113514.28
1476,363759.47
1477,251023.02
1478,294984.14
1479,300826.06
1480,473672.52
1481,324620.74
1482,211406.26
1483,177203.7
1484,163058.36
1485,191286.07
1486,193032.84
1487,340892.53
1488,238183.19
1489,195078.45
1490,231997.61
1491,195078.86
1492,92843.46
1493,190751.83
1494,300656.93
1495,294056.9
1496,237218.09
1497,178673.87
1498,166538.82
1499,161487.47
1500,152416.92
1501,175482.61
1502,146889.16
1503,288216.38
1504,244351.22
1505,226771.86
1506,188906.76
1507,245894.81
1508,202923.26
1509,163805.85
1510,143599.91
1511,148734.21
1512,175130.27
1513,149145.98
1514,155549.88
1515,197250.75
1516,157339.91
1517,168644.04
1518,132019.26
1519,208442.35
1520,127578.49
1521,130352.32
1522,177695.23
1523,110410.84
1524,125701.95
1525,120399.71
1526,113430.4
1527,107730.24
1528,137365.51
1529,149849.77
1530,184279.62
1531,106254.79
1532,98407.25
1533,143575.68
1534,127372.9
1535,147983.13
1536,106516.82
1537,65164.08
1538,147059.38
1539,192757.21
1540,93962.23
1541,138588.71
1542,140207.24
1543,190675.26
1544,84999.82
1545,115439.55
1546,135368.82
1547,128008.65
1548,139166.65
1549,120784.62
1550,135985.22
1551,108927.62
1552,136158.94
1553,148085.71
1554,117239.5
1555,160323.3
1556,85588.33
1557,105795.48
1558,98251.63
1559,63140.53
1560,135559.97
1561,129688.65
1562,129969.85
1563,118076.92
1564,155342.06
1565,151155.35
1566,237862.45
1567,76567.09
1568,231157.82
1569,127086.56
1570,139175.65
1571,123094.1
1572,141955.82
1573,236751.75
1574,118096.9
1575,227951.87
1576,241833.26
1577,181961.4
1578,148777.97
1579,144490.27
1580,197115.44
1581,152624.94
1582,125639.72
1583,295813.23
1584,215808.65
1585,136234.8
1586,67071.52
1587,105009.78
1588,150985.51
1589,96833.32
1590,133843.18
1591,92059.14
1592,114262.26
1593,127788.22
1594,123260.96
1595,107624.64
1596,223156.55
1597,193742.6
1598,227229.69
1599,172905.06
1600,163244.8
1601,68364.63
1602,117185.23
1603,71023.17
1604,259046.74
1605,244350.25
1606,168288.62
1607,174337.56
1608,214665.15
1609,185227.85
1610,150288.04
1611,138365.9
1612,170715.96
1613,161538.23
1614,128314.96
1615,93663.6
1616,77859.11
1617,95134.82
1618,125025.22
1619,140046.55
1620,151993.42
1621,138780.7
1622,142175.39
1623,261724.83
1624,210289.89
1625,121119.81
1626,170949.38
1627,190826.07
1628,279778.38
1629,184344.21
1630,345367.7
1631,230220.69
1632,244602.0
1633,174396.43
1634,185371.56
1635,176915.15
1636,152772.09
1637,199142.21
1638,181136.2
1639,190687.79
1640,250344.76
1641,184368.13
1642,238832.23
1643,217637.25
1644,233717.7
1645,195558.75
1646,158473.5
1647,162766.8
1648,130112.78
1649,138906.93
1650,114287.97
1651,120989.87
1652,97566.22
1653,99485.88
1654,146216.13
1655,138665.62
1656,141126.99
1657,147984.45
1658,143481.49
1659,120174.98
1660,155592.04
1661,418330.35
1662,410884.53
1663,380800.0
1664,421492.56
1665,305271.32
1666,332698.29
1667,376385.93
1668,345023.64
1669,313976.9
1670,355737.21
1671,257816.07
1672,422226.97
1673,289880.63
1674,241962.12
1675,192148.21
1676,190782.21
1677,217312.0
1678,437147.18
1679,385069.39
1680,328040.89
1681,252057.44
1682,320249.0
1683,181163.89
1684,176718.87
1685,175523.58
1686,168022.97
1687,174029.17
1688,188996.14
1689,196491.19
1690,199846.31
1691,187010.3
1692,270778.54
1693,170614.87
1694,184856.25
1695,169799.39
1696,273304.02
1697,174606.26
1698,356686.35
1699,311132.76
1700,250636.68
1701,276156.92
1702,239143.44
1703,242395.03
1704,275052.99
1705,240311.69
1706,353474.26
1707,214911.08
1708,201347.11
1709,273647.01
1710,218910.75
1711,272501.94
1712,258446.47
1713,277551.08
1714,223916.78
1715,209651.14
1716,185275.61
1717,178241.98
1718,136845.71
1719,208927.77
1720,245058.81
1721,166653.81
1722,126850.18
1723,154432.01
1724,204725.51
1725,236270.27
1726,183992.14
1727,150795.92
1728,177354.98
1729,168624.22
1730,158955.7
1731,121693.32
1732,125716.35
1733,114353.66
1734,120069.31
1735,126470.94
1736,109325.44
1737,301618.09
1738,245011.09
1739,242615.64
1740,204508.82
1741,185011.54
1742,173490.95
1743,180616.75
1744,309446.55
1745,218316.19
1746,188017.37
1747,215923.95
1748,216811.48
1749,144024.73
1750,125316.33
1751,249723.84
1752,116585.81
1753,150646.62
1754,197135.7
1755,163595.0
1756,125615.61
1757,120917.13
1758,146190.37
1759,162657.16
1760,166233.7
1761,145313.76
1762,177807.45
1763,186632.11
1764,114052.12
1765,163768.01
1766,188785.55
1767,219981.84
1768,141184.78
1769,176557.76
1770,152442.52
1771,125585.38
1772,129849.96
1773,127872.84
1774,140211.42
1775,142207.33
1776,129346.45
1777,108878.92
1778,138941.43
1779,116903.44
1780,181397.71
1781,127002.12
1782,87791.74
1783,141959.9
1784,106996.68
1785,125084.17
1786,143581.1
1787,166862.59
1788,59743.65
1789,100510.48
1790,77938.48
1791,178723.27
1792,157457.76
1793,129689.28
1794,154016.85
1795,133576.01
1796,132362.31
1797,114758.96
1798,121985.69
1799,110396.33
1800,132950.76
1801,124898.33
1802,145586.13
1803,149277.9
1804,136571.22
1805,137511.46
1806,123716.0
1807,139184.98
1808,127527.33
1809,122797.8
1810,140361.51
1811,94503.62
1812,97011.81
1813,122733.76
1814,95102.39
1815,53640.72
1816,97854.66
1817,104324.47
1818,140332.27
1819,126943.67
1820,50607.84
1821,117419.86
1822,150945.24
1823,42945.44
1824,130045.1
1825,138603.74
1826,103748.09
1827,102538.9
1828,137269.9
1829,125908.83
1830,136337.45
1831,148766.59
1832,74756.54
1833,142478.2
1834,118076.68
1835,120884.91
1836,124257.87
1837,86183.08
1838,122449.88
1839,96203.36
1840,143110.08
1841,134573.5
1842,88753.71
1843,128025.22
1844,145364.04
1845,143462.96
1846,156433.3
1847,165847.48
1848,52894.29
1849,113876.5
1850,116898.28
1851,152038.26
1852,126337.02
1853,121606.64
1854,165244.92
1855,148509.0
1856,224434.88
1857,136998.94
1858,136423.52
1859,122449.91
1860,145260.6
1861,121923.59
1862,328557.97
1863,308726.35
1864,308795.22
1865,342079.11
1866,330077.27
1867,231105.62
1868,287615.26
1869,201317.83
1870,227676.51
1871,259678.81
1872,174484.1
1873,234548.69
1874,153511.97
1875,198610.45
1876,197780.02
1877,209786.41
1878,206979.45
1879,128287.19
1880,133565.81
1881,243412.66
1882,244789.05
1883,186677.91
1884,202711.75
1885,243803.14
1886,292201.29
1887,212514.98
1888,272070.08
1889,165645.8
1890,113808.61
1891,134987.81
1892,97940.61
1893,124888.29
1894,123237.65
1895,133916.92
1896,127929.98
1897,114806.13
1898,109858.06
1899,163533.53
1900,158150.57
1901,170144.05
1902,152802.24
1903,219957.65
1904,146139.8
1905,200417.99
1906,158764.54
1907,207229.3
1908,110644.17
1909,132694.59
1910,119666.12
1911,222358.16
1912,334502.78
1913,142663.62
1914,53817.95
1915,296498.93
1916,65289.42
1917,252157.57
1918,140596.38
1919,175762.92
1920,154388.45
1921,382404.7
1922,322121.21
1923,232466.44
1924,215093.17
1925,196251.31
1926,369680.58
1927,133599.68
1928,159233.04
1929,124636.32
1930,133895.49
1931,142217.61
1932,141572.64
1933,184519.36
1934,182784.07
1935,170143.59
1936,194975.99
1937,185475.87
1938,170290.15
1939,241773.31
1940,193589.75
1941,170400.55
1942,185644.42
1943,213990.84
1944,367372.03
1945,397436.44
1946,131042.54
1947,273238.11
1948,171128.23
1949,246304.08
1950,191287.9
1951,243474.73
1952,206785.48
1953,164848.19
1954,183248.8
1955,136683.16
1956,298608.61
1957,151658.36
1958,302144.07
1959,143794.94
1960,115455.95
1961,120021.53
1962,98154.15
1963,105280.2
1964,106589.68
1965,140769.14
1966,140176.73
1967,291098.75
1968,415798.78
1969,389167.67
1970,411148.66
1971,458844.59
1972,381757.77
1973,265434.28
1974,336724.23
1975,469044.28
1976,275973.81
1977,352303.58
1978,349080.97
1979,327322.15
1980,202779.1
1981,341551.41
1982,220094.81
1983,206718.21
1984,170170.04
1985,223935.45
1986,208810.22
1987,183641.57
1988,175041.46
1989,191779.99
1990,207615.24
1991,229363.97
1992,214245.86
1993,168446.28
1994,230117.33
1995,185001.34
1996,251391.73
1997,318710.4
1998,318009.72
1999,279913.08
2000,319009.28
2001,272904.53
2002,242086.59
2003,256341.57
2004,277975.27
2005,227074.23
2006,223538.92
2007,253023.7
2008,212111.39
2009,195560.77
2010,197584.39
2011,144274.83
2012,176093.43
2013,178663.62
2014,183485.25
2015,208570.6
2016,190295.5
2017,193457.76
2018,117710.88
2019,132431.57
2020,104841.96
2021,103010.86
2022,183079.18
2023,143075.85
2024,269205.96
2025,351423.6
2026,174133.39
2027,157420.67
2028,154452.88
2029,167943.38
2030,268169.89
2031,234173.88
2032,256300.46
2033,259636.45
2034,172923.84
2035,221086.33
2036,201317.96
2037,207700.64
2038,323992.52
2039,232587.5
2040,270387.35
2041,297915.59
2042,208111.05
2043,174615.95
2044,175811.35
2045,214382.71
2046,146388.34
2047,146248.65
2048,141858.36
2049,143540.54
2050,179946.12
2051,105295.26
2052,124675.1
2053,148712.31
2054,87560.61
2055,158893.43
2056,149222.48
2057,112583.8
2058,216075.18
2059,132856.6
2060,172926.86
2061,176659.57
2062,128683.04
2063,116580.03
2064,137800.23
2065,119566.21
2066,164566.15
2067,113617.93
2068,149312.63
2069,87972.81
2070,117796.98
2071,94136.57
2072,136902.02
2073,133031.78
2074,188603.89
2075,150896.81
2076,120459.49
2077,151672.93
2078,125642.16
2079,135360.84
2080,117254.08
2081,128923.8
2082,122767.37
2083,149547.65
2084,108918.22
2085,114414.97
2086,116154.24
2087,124329.69
2088,97445.94
2089,76610.24
2090,123265.49
2091,109653.37
2092,120874.55
2093,115024.98
2094,112707.97
2095,149277.03
2096,83987.88
2097,97649.63
2098,149037.38
2099,51627.73
2100,78676.44
2101,117194.42
2102,129165.63
2103,105937.62
2104,141534.32
2105,128271.34
2106,66425.24
2107,189542.51
2108,116540.87
2109,110599.43
2110,128217.68
2111,138141.94
2112,138237.06
2113,120471.66
2114,121174.38
2115,162991.51
2116,118520.8
2117,151421.49
2118,127776.5
2119,109777.13
2120,113515.65
2121,98377.02
2122,114026.29
2123,82691.2
2124,161133.98
2125,128603.06
2126,145741.15
2127,163183.83
2128,125931.15
2129,95495.85
2130,136540.7
2131,143446.49
2132,113530.63
2133,123455.0
2134,123042.17
2135,98626.92
2136,78776.85
2137,107182.48
2138,132399.73
2139,152658.36
2140,139738.23
2141,166666.18
2142,125328.89
2143,147666.33
2144,123458.98
2145,137610.33
2146,172609.68
2147,143105.42
2148,134627.51
2149,149617.43
2150,235474.22
2151,115662.03
2152,172340.8
2153,160338.89
2154,101666.99
2155,141294.62
2156,261629.42
2157,226309.91
2158,238388.52
2159,214542.8
2160,181374.25
2161,238025.51
2162,362017.75
2163,332997.65
2164,256258.82
2165,202993.21
2166,159318.74
2167,219951.83
2168,191728.76
2169,197824.34
2170,217273.04
2171,159853.81
2172,133376.3
2173,171819.01
2174,222095.61
2175,301664.59
2176,313326.79
2177,235768.76
2178,213737.09
2179,136507.33
2180,212954.5
2181,192791.41
2182,224822.2
2183,190155.55
2184,120577.4
2185,129024.28
2186,145887.47
2187,153263.38
2188,155860.07
2189,261244.04
2190,80626.5
2191,81872.71
2192,87945.62
2193,110605.69
2194,99753.44
2195,102101.89
2196,101486.35
2197,116231.08
2198,161017.89
2199,180373.03
2200,149709.69
2201,147625.1
2202,215777.89
2203,137405.51
2204,178569.78
2205,119134.12
2206,140556.48
2207,225223.78
2208,269479.6
2209,243471.45
2210,122512.18
2211,120492.93
2212,121044.64
2213,104656.98
2214,137020.45
2215,101946.18
2216,148174.72
2217,67901.43
2218,68795.42
2219,67812.42
2220,56542.38
2221,297015.81
2222,272461.54
2223,284400.3
2224,208392.2
2225,118328.96
2226,181955.38
2227,196476.68
2228,265318.46
2229,251276.95
2230,152582.41
2231,210008.12
2232,178734.04
2233,177439.97
2234,242935.63
2235,216417.0
2236,252977.66
2237,314402.21
2238,196880.75
2239,110151.85
2240,154792.53
2241,153905.06
2242,124926.07
2243,133733.98
2244,105473.68
2245,102474.38
2246,140687.66
2247,117969.75
2248,121628.91
2249,119275.21
2250,132175.94
2251,108151.55
2252,182464.86
2253,153288.64
2254,183832.68
2255,185041.96
2256,181093.84
2257,207210.61
2258,162488.92
2259,174412.21
2260,160017.37
2261,198035.46
2262,212472.25
2263,377675.84
2264,457788.9
2265,174581.51
2266,314446.92
2267,359247.5
2268,431592.96
2269,152333.29
2270,201026.67
2271,215180.76
2272,195693.97
2273,164870.54
2274,178665.02
2275,152731.73
2276,189116.6
2277,182133.08
2278,149776.19
2279,126126.28
2280,118048.45
2281,163619.58
2282,182584.93
2283,108992.79
2284,112599.78
2285,142406.96
2286,123493.03
2287,371617.32
2288,274311.6
2289,364877.66
2290,447046.83
2291,338361.92
2292,442893.62
2293,463860.63
2294,405125.9
2295,468390.0
2296,278812.9
2297,343425.07
2298,338349.42
2299,352215.87
2300,340603.78
2301,313234.49
2302,250684.41
2303,248369.0
2304,254334.33
2305,192622.86
2306,187554.47
2307,196519.26
2308,228895.39
2309,286153.4
2310,212486.23
2311,199432.73
2312,176692.42
2313,172604.54
2314,173037.08
2315,182307.93
2316,195126.28
2317,187684.19
2318,179037.35
2319,183131.93
2320,187440.34
2321,238097.77
2322,179184.62
2323,198083.52
2324,183144.82
2325,215248.72
2326,177503.97
2327,202677.47
2328,222816.52
2329,192503.68
2330,180536.21
2331,341851.06
2332,400697.36
2333,322655.27
2334,257679.86
2335,288185.13
2336,309834.5
2337,198218.07
2338,265879.85
2339,221128.34
2340,390952.9
2341,211583.39
2342,237427.9
2343,230012.76
2344,213762.81
2345,236446.18
2346,213885.38
2347,197923.86
2348,243213.23
2349,181816.41
2350,315600.83
2351,255344.57
2352,256000.38
2353,237574.72
2354,139489.71
2355,147408.44
2356,152969.67
2357,189506.59
2358,197484.74
2359,133978.34
2360,115972.27
2361,146332.55
2362,256601.45
2363,140468.25
2364,158860.93
2365,217579.95
2366,192442.13
2367,221578.74
2368,211398.3
2369,215785.19
2370,168894.25
2371,166916.03
2372,190879.52
2373,284762.47
2374,317089.21
2375,255440.36
2376,269905.58
2377,330956.37
2378,145243.27
2379,195165.04
2380,148957.32
2381,167800.41
2382,215693.49
2383,204731.31
2384,244417.99
2385,162195.21
2386,133674.65
2387,137082.15
2388,104596.97
2389,118391.01
2390,149987.08
2391,146257.81
2392,114123.57
2393,172794.32
2394,143778.21
2395,209815.89
2396,143913.98
2397,221658.58
2398,135187.98
2399,65663.5
2400,63034.63
2401,121375.92
2402,136879.77
2403,147084.85
2404,153948.05
2405,158586.14
2406,140085.86
2407,124987.63
2408,148693.18
2409,120552.09
2410,173314.46
2411,114030.11
2412,158250.8
2413,129383.2
2414,157700.35
2415,133174.15
2416,129768.8
2417,131213.32
2418,131807.13
2419,127114.13
2420,121539.76
2421,148195.38
2422,107379.53
2423,115026.38
2424,164905.39
2425,196193.66
2426,131189.17
2427,132300.89
2428,182007.75
2429,113236.25
2430,132810.37
2431,109054.1
2432,148172.11
2433,148323.24
2434,138848.95
2435,151886.21
2436,105103.22
2437,102679.03
2438,124078.91
2439,103593.58
2440,124004.64
2441,94830.01
2442,98471.67
2443,126690.02
2444,132658.08
2445,87247.33
2446,131908.07
2447,178793.64
2448,127415.83
2449,111542.24
2450,154816.22
2451,119620.28
2452,190809.48
2453,93036.89
2454,118661.43
2455,121316.62
2456,134025.1
2457,137924.23
2458,127454.01
2459,107326.97
2460,140170.87
2461,127646.62
2462,134851.87
2463,124680.41
2464,170505.0
2465,139716.06
2466,117578.06
2467,131259.47
2468,82138.69
2469,80459.2
2470,193980.87
2471,216697.92
2472,166415.39
2473,116557.46
2474,73631.43
2475,208476.94
2476,115496.29
2477,126925.84
2478,152337.57
2479,105450.82
2480,154444.72
2481,119851.61
2482,125951.63
2483,111364.46
2484,121855.77
2485,123361.52
2486,150337.75
2487,166044.31
2488,166069.55
2489,157860.55
2490,145532.39
2491,93082.12
2492,196702.14
2493,155923.99
2494,152217.05
2495,89126.23
2496,239057.3
2497,152865.31
2498,107979.48
2499,87081.52
2500,119365.76
2501,134979.51
2502,145741.97
2503,94775.93
2504,172712.25
2505,226806.03
2506,249883.28
2507,277590.34
2508,250480.0
2509,218176.2
2510,222917.27
2511,175936.18
2512,208344.98
2513,221032.9
2514,264956.66
2515,150984.2
2516,174339.62
2517,146902.25
2518,156266.87
2519,234768.62
2520,222057.91
2521,189495.78
2522,221448.31
2523,119406.73
2524,135022.12
2525,148128.69
2526,137510.31
2527,117358.6
2528,128861.76
2529,133818.21
2530,125521.05
2531,254849.98
2532,223153.64
2533,193192.77
2534,236005.06
2535,294418.62
2536,231844.03
2537,244186.41
2538,182689.82
2539,190255.93
2540,175748.61
2541,183580.89
2542,164525.03
2543,120845.46
2544,121839.41
2545,137410.78
2546,121867.05
2547,137944.07
2548,151341.16
